web-scraper-order,web-scraper-start-url,Name Sort ascending,Locality,Accessibility
"1681718724-5714","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Route de Lennik 790","Semi-public"
"1681718724-5715","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Brederodestraat 9","Public"
"1681718724-5716","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
Auguste Hainautstraat 28","Public"
"1681718724-5717","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Poelaertplein 4","Public"
"1681718724-5718","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Route de Lennik 806","Semi-public"
"1681718724-5719","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Boulevard du Jardin Botanique 29","Semi-public"
"1681718724-5720","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
Rue Vanderkindere 377","Public"
"1681718724-5721","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Boulevard de Waterloo 2a","Public"
"1681718724-5722","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
De FrÃ©laan 94","Public"
"1681718724-5723","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
Jetselaan 280","Public"
"1681718724-5724","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1210 Saint-Josse-Ten-Noode
Kruisvaartenstraat 19","Semi-public"
"1681718724-5725","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
Kerkstraat 96 a","Public"
"1681718724-5726","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Place de Brouckere 1","Public"
"1681718724-5727","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
Triomflaan 26","Semi-public"
"1681718724-5728","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Rue de l'Ecuyer 11","Public"
"1681718724-5729","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1201 Woluwe-Saint-Lambert
Avenue Ariane 5","Public"
"1681718724-5730","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Kwatrechtstraat 38","Public"
"1681718724-5731","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Willebroekkaai 22-25","Semi-public"
"1681718724-5732","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Wetstraat 19","Semi-public"
"1681718724-5733","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Place de la Justice 16","Semi-public"
"1681718724-5734","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Boulevard de Waterloo 103A","Public"
"1681718724-5735","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Gulden-Vlieslaan z/n","Public"
"1681718724-5736","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Kroonlaan 39","Public"
"1681718724-5737","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Rue de l'eveque 1","Public"
"1681718724-5738","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Boulevard Sylvain Dupuis 433","Semi-public"
"1681718724-5739","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Sylvain Dupuislaan 433","Semi-public"
"1681718724-5740","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
Fern. Brunfautstraat 18","Public"
"1681718724-5741","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
Nijverheidsstraat 26-38","Semi-public"
"1681718724-5742","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue Louise 350","Public"
"1681718724-5743","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Havenlaan 86C","Public"
"1681718724-5744","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Louizalaan 83a","Semi-public"
"1681718724-5745","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
CHAUSSEE DE WATERLOO 538","Public"
"1681718724-5746","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Frankrijkstraat 40","Semi-public"
"1681718724-5747","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
Wetenschapslaan 11","Semi-public"
"1681718724-5748","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Rue de l'Ommegang 16","Public"
"1681718724-5749","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Frankrijkstraat 40","Semi-public"
"1681718724-5750","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Avenue de la Toison d'Or 20","Semi-public"
"1681718724-5751","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Rue Marche aux Herbes 104","Public"
"1681718724-5752","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Jules Bordetlaan 164","Semi-public"
"1681718724-5753","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Trierstraat 120","Semi-public"
"1681718724-5754","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Place de la Monnaie","Public"
"1681718724-5755","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Frankrijkstraat 95","Public"
"1681718724-5756","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
Domeinlaan 2","Public"
"1681718724-5757","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Lambermontlaan 1","Public"
"1681718724-5758","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
Rue Abbé Cuypers  3","Semi-public"
"1681718724-5759","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
Wetstraat 75","Semi-public"
"1681718724-5760","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Leuvenseweg 7","Public"
"1681718724-5761","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1120 Neder-Over-Heembeek
Rue de Heembeek 125","Semi-public"
"1681718724-5762","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Lenniksebaan 806","Public"
"1681718724-5763","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Rue Colonel Bourg 122","Public"
"1681718724-5764","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Place Charles Rogier 1/z","Public"
"1681718724-5765","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Place de la Justice 16","Semi-public"
"1681718724-5766","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
St.Bernardusstraat","Semi-public"
"1681718724-5767","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Parking Esplanade, Havenlaan 86C","Public"
"1681718724-5768","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Cantersteen 47","Public"
"1681718724-5769","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Boulevard Bischoffsheim 15","Public"
"1681718724-5770","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Waterloosesteenweg 890","Public"
"1681718724-5771","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue Fraiteur 15-23","Public"
"1681718724-5772","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1130 Haren
Chaussée de Haecht 1315","Public"
"1681718724-5773","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Marnixlaan 23","Public"
"1681718724-5774","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue Fraiteur 15-23","Public"
"1681718724-5775","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Parking Parklane, Picardstraat 13","Public"
"1681718724-5776","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Sylvain Dupuislaan 299","Public"
"1681718724-5777","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Parking Esplanade, Havenlaan 86C","Public"
"1681718724-5778","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue Fraiteur 15-23","Public"
"1681718724-5779","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
William Degouve de Nuncquesstraat 2","Public"
"1681718724-5780","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Havenlaan 142","Public"
"1681718724-5781","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue Fraiteur 15-23","Public"
"1681718724-5782","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
Orbanlaan 193","Public"
"1681718724-5783","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
International - Internatlaan 11","Public"
"1681718724-5784","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue Fraiteur 15-23","Public"
"1681718724-5785","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Franklin Rooseveltlaan 50","Semi-public"
